toxicity	message
0.93145925	**** ****** ** *** ***   ******* *****, ** *** ***'* ***** **** ***.
0.065473445	]] **:**, ** ***** ****
0.76936936	**************: * **** **** **** ** **** ******** *** ********. **** *** ***** (**** ** **** ****, ******; *** * **** * *-**** ****** ** ******* **** ********)!!!
0.12912118	"""  ***** *** ********, **** ******** *** *********** **** *** *******. ** ** ******** *** *******. ** *****'* ****** ** *** ***'* **** **. ** *** *** **** ********* **** * ******** ****** ****** **** *** **** ******* *** ******, **** **** ******** * *******, *** **** ***** *****'* **** *** *********** ****** ** *******. ***** ***'* *** ** ****** *** ****** ******** ****, *** **** *** ***** **** ************** ******** ** ***** *** **** ** ************. ***** ***** ******** *** **** *************, **** ** ****** ***** ******** *** ***** ** **************; ** *****'* ****** *** **** **** ***** *** ** ************* *** ***** *** ** **************.  (*****) """
0.06356349	** **** ******* ******** ** ********* **** ****:    **** ********   |-******* **********      |      |-*******      |-***** *** ********   |-******* ***      |      |-**** *****      |-***** ******  ***** ***** *'** **** ********* *****:  ********** ****/******** ********  ****/******* ********** *** *******  ******** ****/******* *******  ********* ****/******* *******  **** ******* ***** *** ***********  **** ***** **** ********  *** *'* **** ***** *** ****** ****.  * **** ** *** *** ******** **** ******* ******** ***** ** * **** *********.  ******** *******.   **:**, ** *** **** (***)
0.19374159	***** *********   **** ***** ** * **** **** ** ***** ********* ** ****** ******** ********* ** *** ** **** ** **** ** ******* ******* ***** **?
0.3929821	""" *** *** ** **** *** """"* **** ** ******** ** ***** *******"""" ******* ** *** ** **** ** **."""
0.8060606	****** ******   *** ******* ****** ******* *** **** ******** *** **** * ****** ******, **** **** **** ***** ******? *** *** **** *********, *********? *****
0.5154597	***** ** * ******** ****  *** ***** ******* ** ****** *** ***** *** ** ** **** ***** *** ** ** *********** **** **** *** **** **** ******.
0.0908707	******** ****:******** ********, *** ******
0.13013491	""" **** *** ******. **** **** ****. * ***'* ** **** ** ****** *** ******* *****. ***** ** *** **** ** ***.  (****) """
0.06921636	***, *****'* ******* ***** **** *** ********'* ********* (*** *** *** **** **** ********* *******!) ***** *****. ******, * *******!! ****** *** **** ****** *********, *** * **** ****** *******. **** ****, *'** ****** **. *** *** **** **** *** ****** ************ ** **** *** ***** ********.  ** ****** (*** **** *** ********)  ** ** ********** **** *******. * (*****):  * (***):    ** ** ********* ******** *** **********. * (**********):  * (********* ** ******** *******):  * (**):    ** ** ***** ** *** ********. * (***** *******):  * (*******):    ** ******* *** ******* ***** ** **** ******. **** ************** ******* ****:    ** ** ******. ** **** **** ***.:    ** ** *********** ** ******, ***** ******** *** ***********. * (****** *** ****** *** ***-**** ****** **** **** *** **********):  * (*********** *** **** ******** ********):    *******:  ****/****:
0.6298658	"""   ***! **** ** ************ ****???     *** *** **** *** *. *** **** ** *********** ****? **** **** ***'* **** ** *** *** **. ** ***** ******** ******* *** ******* ** ** ***** ********* ****. **** ** *** ******** *** *** *** ** ** **** *** **** ******** ***** ***** **** **** **** ** ***** *** ***** *****.   * *** **** ******* *** *** **** ** *****, ***** ** ** """"****** **** * ****"""". **********.   """
0.068280794	** **** **** ** ***********
0.15173878	*** ******* ******* ************ **** *** **** ***** ***'* **** ** ************ ************ ******* **** ******* ** ******* ****** ******* ********* * ***** ***** *** *** ** * **** ******* **** *** ***’* **** ***** ** *** **** *** **** ***** ****** **** **** **** ******* ***** **** *** **** ******** *-********* ** ******* ************ ** ***** ** * **** ****** **** **** ******* ******* ** **** *** **** ***** ** *** ************ *** **** ***** ** **** *** ** ** **** ****** **** ** ***** **** ********** *********** ** ****** ** ****** *********** ***** ************ *** ** **** ****: ** ******* *** ** *'* *** ***** * **** **** *** *** * *** *** ******* *** ****'* ******* * ***** *** ********** **** *****'* ***** ** ** *'* ***** ** *** * **** **** **** *** *** ********** ********* ** ****** *** **** **** *** ** **** * ****** *** ***** **** * **********'* *** ** *** **** * ******* **** ***.  ************************.***/************-***/
0.9897058	*******  *** *** ** *******
0.04556016	* ***** **** **** **********.  *** **** ***** ** **** **** ********** ** ********** ** ** ********* ************* ********** (*** *********** ******* ** ************ *** ************* **********) ** **** ** *** ***** ** *******, ****-********** ******* (************ *******), ********* ******* (***** *** ************ ***** ** ** *******).  ********* *** ******* **********
0.06336971	******* *** ***** *********** *** *** ******** ***** ****** **** ******* *** ** ** *****. ***** ** *** ********* ** *** *****. ** ***** **** ** ** *** ****** ******* *** *** *** ******* ***** *** ** *** *******. ** ** *** *** ******* ******, **** ***** ** *** ***** *** ***** ***. * **** **** ** ********* ** *** ****** *** *** *********, *** ** *** *** ****** *******. *** **** **** *** **** ***** **** **** *** ********* ** *** ******. ** * **** ******* *** *********. ***** ***
0.062009864	******    ***** ********:**** ******** ** ***** **** ********:**** ***** ******* * ****'* *** *** *** *** *********** **** *** ******** ** *** ********, ***** ** ** ******* ********* ****** ** ** **.  **'* ****** **** ** *** ** *** ** ****** **** **.
0.103952445	""" *** **** ******** ***** **** ***** ********* ** **** **** **** *** ****** *** ******* ****** *** ***** *** *** ********. ** ** ********* ** ******* **.** ** *** ******** *********** *******: ** *** **** **** ****** *** ****** *** ** ******** ** **** ***** *** *** **** ** *** *** ** *** **** *** *** *** **** **** **** *** ********* **** ** ****** ******* **********. (****) """
0.017874384	**, ***** *** ******** *********. ** *** ****** '****** ***' *** *** **** ** **, ** *** ** *** ****. *** ********* *** * ******* ** *** ***** ******, ******** ** ******* ******** *****, ***** *********, * **** **** ** *** *********** ****** **** ** *** *********, *** * **** ****.
0.31089434	"""  *******: ******* *** *********** ****** ****** *** ** ********* ** """"*********-******"""". **** **** **** ******* ******* *** *********** ****-****** ** **:**, **:**********, *** **:**, ******* *** ****** ********-**** **** ******* **** ** ****:******* ******* **   """
0.44240952	******== * ***'* ******* *****'* ** ******* ** ****** ***** ***** ******* *** ** ****** ****** **********. *'** *** ***** ** **, *** **** *** *******.     ==
0.16835478	****, **'* ** ***** ** *** ***** ***** ** **** ** ** **** ****.
0.06831341	***** ** ***, * ****** ***** *** **, ******* ** *** ********** ******* *** ** ******** **.
0.40323713	"""  *** **** **** ****** ********* (*** *** ************* *********) *** *********** ** ******* ********* **, * ***** *****, ********* *** **** ********** **** ** *** ******* ***** ********: ******** *************, ****** ******** ***** ****, *** ************ ******** ***** ****. ******** **** ********* ********* **** ***** ********, *** **** ***** ******** **** ********* ******** ** ** ************* ***** **** ******** ************* *****. **** ** *** ** ******* ******** """"*********** **** **** ** ******* *********"""" ****** ** *********..   ********* **** *** **** """"**** *****"""" - **** ********** *** ***** """"*******"""" ** **********, *** ***** ** ***** **** ***** (** *****) ** **** ***** (** ******** ******).  - *****"""
0.8000484	**** ** * ****** ****. *** ** ** ***** ** ****** **** ** ** ******* **** ****
0.058964293	** ******  :**** ****** ** *********** **** ****:*** **** **** ****/***. *** **** **** *** **** ******* *** ** **** ** *** ******** ** *** ******.  ********:  (**** · ********)
0.18417217	****** ************** ****** **** ** *** ** ******** *** ************ ** ****** ******* ******. ***** **** ******* ** * ******* ****-************** ** ******, ** *********** **** **-*****, *** ***** ******* *****, *** *** ************* ***** *** ***** ******* *** ******** *** ********* *** *** *** **** *****.
0.5154597	""" ** **** ***** ***** ** **********. ** ***** ****** ** ********* ***** **** """"******"""" ***** **** **** ****** * ******, ****** ** """"***** ********"""" *** ***** ***** ****** ** ** ****** ******* ** ***** *******. ***'* **** **** **** ** **...* ********-** ***** ********. ***.***.**.**  """
0.77593076	"""  * ******* ******** *** ********* ***** ***** ** ***** ** *** ******** *** ** ** """"**********"""" **** **** ***'* ******** ** *** *** *******.  ** ******** ** ***'* *** **** *** ***** ** ***** **** ***** ***** ** **** ******, ** *****, ** **** * ********** ***** ******, *** ** ******** ** ***** ** **** ****** *******? ******* ****.  ***** **** **** **** ****** ** *** ******** **** ***.  *** **'* ****** **** *** *** ******** * ****** ** ************** ***** ***** ********** ******** ** ***** ****** *** *** ****** *** ***** ******* ** *** ********* *********. -    —********* ******* *** ***** **   *******, * ********* **** **** ********* *** **** ******** *** ********** ******* *** ***** ** ********.  *** ****** ***'* **** * *****!  ****** **** *** **** ******. -    ************  ********* **** **** ******* """"****** ********** ****** **** ** ****** * **** ***** ***** ** *** *** **** *** **** ** ** ***"""" * ** ********* * ********** ** ******* *** *** *** ************ *********** **** *** **** ***** **** ***** *** ***** *** ********** *********. -  """
0.1516202	"""   ** *** ************ **** **** **** """"****** ** ******."""" ***, *** ***** **** ** **** ** ************ ** ******* ************ ****** ** **** ***** ********* *******.  ***'** ** ********** **** *** ************* **** *** ***'* ******* **** """"******"""" ** * ***** ** ***** ** *** ******* ** ***** ********. **.***.***.**  """
0.06110103	** ***** ******! * ***** ******* ****** ****** ****** ** *****. * ******* **** **** ***  ****** ** ********* /\*/\
0.100498736	"""   ******   *****, * ******* **** ******** ******* ** **** ****:***********, *** * ****** ******* *** ******* ** ****** ***** **** ** **** ********* *** ****** *******, ******* ********** ***** ******* ******* ** * ***** ********, ** ******* ***'* * **** ****? (*** *** **** ***** *** ******* ******... !) *** **** **** ** ****** ** **** ******** *********. * """
0.08508653	** **** *******: *** ******* *** ******* ******* ** *** * ********* ********* **** *** ******* ****** ******** **** *** ******* ** *** ******* **** *** **** ***.  ** *** **** ******* *********** ** ****.  *** ** *** ********* *********, ** *** ******* *********** *** * **** *** ******* **.  *** *** *** *** * ****** ** *** ******** ******* *** ******** ****** *******.  *** *** **** ******** *** ******* ******* *** ********* ********** *** ******* *** *********** ****.  ****** *** ** **, * ******** ********* **** *** ****** *********'* ********' ***.
0.08145899	*** ****  ** *****, *'* *** **** ** *********, * *** **** **** ** *** *********** ******* *** ****. ******* ** **** ***. * ******* * *** **** ******* ** ** *** * **** *** ** ****** **** * **** ** ** *** **** ** ** *******. ** *** ***, **** *** **** ****** ****** ** ********* ** * ****** ***. *** * **** ** *** **** ***** ****.
0.18391342	"""  ******* *** ****** ******? *** """
0.05177379	****** *** *** ******!!!. *** ***
0.2816039	"""  """"""""****, * **** ** ****, * *** ** **** *** ***** *** ******* ** *** ********* *********  * **** **** *** ** ***** ** ** ** *** ** *******   *** **** ** *'** ** ** **** ******...  ***?"""
0.13317025	""" **, **** **** !!! ***** **** *'** **** ******* *** ****** -*******ा*ा*्*्* """
0.08377262	"""  * **** ****** ******* ** *** ******* **** ** **** ***** ********** ** * ******** ** ********, *** **** **** **** *********** ** *** *** ** ***** *** **** *** ** **** **** ******* ********* - ** **** ******* **** ** ****** ** **** ** ** ****** *** **** *** **** ***. * ***** **** *** **'** ***** ** **** *** ******* ** ******* * ****** ******* (*****) *********** ** *** ********** ********** **'** **** **** ********** ** ***** ** **** ** *** **** *****. ********* ******* **** ** *** ***** *** * ******** ** ******* ******** **** ** ******* ** *********** ****** ***** *** * **** ** **** **** ** ** *** ******* (** **** ** ****** *** ******* ********) ******* ** ** * ****. *** **** **** *** **** **** ** *** **** ** ****** *** **** *** ******* ********** ** *** ** ** ************* ******* ** *** ***** ** **********. * ***'* ***** **** ** ******* ** *** ***** ** ** *** ******; ****** *** ******* ***** ** ***. * ***** ***** *** ***** ****** ***** ** ***** ** *********** ** ******* - *** ******* *** ** ******** *** **** *********** ** **** **** * **** ** *** **** **** * **** *** ****** """"** ****, **** **** ****** *** *** ********* ** *** ***** *** *******"""" ***** *** **** ********* **** ******** **********. * ******* ****** ** * *** ******* ******* ** *** ******** *** ******, ***** **** ********* **** *** ***** *** ******** *** ***** ** *** *******.   """
